Topic,Group,Interest Subcategory,Interest Item,National Org,National Org Description,National Org Description Spanish,National Org Link,Local Org,Local Org Description,Local Org Description Spanish,Local Org Link,Local Org 2,Local Org 2 Description,Local Org 2 Description Spanish,Local Org 2 Link,Local Org 3,Local Org 3 Description,Local Org 3 Description Spanish,Local Org 3 Link
Use Clean Energy,Community Group,Innovating & Designing,Problem Solving,Engineers for a Sustainable World,Collaborate with student and professional chapters to design and implement sustainability projects in local communities.,Colabora con asociaciones estudiantiles y profesionales para diseñar e implementar proyectos de sostenibilidad en comunidades locales.,https://www.eswglobal.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org,,,,
Use Clean Energy,Community Group,Innovating & Designing,Inventing,Engineers for a Sustainable World,Collaborate with student and professional chapters to design and implement sustainability projects in local communities.,Colabora con asociaciones estudiantiles y profesionales para diseñar e implementar proyectos de sostenibilidad en comunidades locales.,https://www.eswglobal.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org,,,,
Use Clean Energy,Faith-Based Group,Innovating & Designing,Problem Solving,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org,,,,
Use Clean Energy,Faith-Based Group,Innovating & Designing,Inventing,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org,,,,
Use Clean Energy,Sports or Rec Group,Organizing & Leading,Bringing people together,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Sports or Rec Group,Organizing & Leading,Talking to people,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Arts or Hobbies Group,Organizing & Leading,Bringing people together,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Arts or Hobbies Group,Organizing & Leading,Talking to people,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,School or Career Group,Organizing & Leading,Bringing people together,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,School or Career Group,Organizing & Leading,Talking to people,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Family or Household,Organizing & Leading,Bringing people together,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Family or Household,Organizing & Leading,Talking to people,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Community Group,Organizing & Leading,Bringing people together,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Community Group,Organizing & Leading,Talking to people,Fossil Fuel Non-Proliferation Treaty Initiative,Support a global campaign to phase out fossil fuels and accelerate a just energy transition.,Apoya una campaña global para eliminar gradualmente los combustibles fósiles y acelerar una transición energética justa.,https://fossilfueltreaty.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Next Up,Empower young Oregonians to engage in democracy and advocate for progressive climate and social justice policies.,Empodera a la juventud de Oregón para que participen en la democracia y aboguen por políticas progresistas de justicia social y climática.,https://nextuporegon.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Faith-Based Group,Organizing & Leading,Bringing people together,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Senior Advocates for Generational Equity (SAGE),"Mobilize people 50+ to advocate for climate solutions and generational equity through campaigns, volunteer teams, and education.","Moviliza a personas mayores de 50 años para que aboguen por soluciones climáticas y equidad generacional mediante campañas, equipos de voluntariado y educación.",https://www.wearesage.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Faith-Based Group,Organizing & Leading,Talking to people,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Senior Advocates for Generational Equity (SAGE),"Mobilize people 50+ to advocate for climate solutions and generational equity through campaigns, volunteer teams, and education.","Moviliza a personas mayores de 50 años para que aboguen por soluciones climáticas y equidad generacional mediante campañas, equipos de voluntariado y educación.",https://www.wearesage.org/,Deschutes Youth Climate Coalition,"Join youth in Central Oregon organizing for climate justice through education, advocacy, and community action.","Únete a la juventud del centro de Oregón que se organiza por la justicia climática a través de la educación, la promoción y la acción comunitaria.",https://linktr.ee/dycc
Use Clean Energy,Sports or Rec Group,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,Sports or Rec Group,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,Arts or Hobbies Group,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,Arts or Hobbies Group,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,School or Career Group,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Use Clean Energy,School or Career Group,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/
Use Clean Energy,Family or Household,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org
Use Clean Energy,Family or Household,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org
Use Clean Energy,Community Group,Performing & Creating Art,Art,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org
Use Clean Energy,Community Group,Performing & Creating Art,Creativity,350,"Join a global grassroots movement for bold climate action through advocacy, creative campaigns, and community education.","Únete a un movimiento global de base para llevar a cabo acciones climáticas audaces a través del apoyo, campañas creativas y educación comunitaria.",https://350.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Solar Oregon,"Learn about clean energy and help accelerate solar adoption through tours, workshops, and community education.","Aprende sobre la energía limpia y ayuda a acelerar la adopción de la energía solar a través de visitas guiadas, talleres y educación comunitaria.",https://solaroregon.org
Use Clean Energy,Faith-Based Group,Performing & Creating Art,Art,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,Faith-Based Group,Performing & Creating Art,Creativity,GreenFaith,Take part in global interfaith campaigns that unite moral leadership with grassroots climate action.,Participa en campañas globales  interreligiosas que unen el liderazgo moral con la acción climática comunitaria.,https://greenfaith.org/,Ecumenical Ministries of Oregon (EMO),Advance climate justice and resilience through faith-based networks and Creation Justice programs.,Promueve la justicia climática y la resiliencia a través de redes religiosas y programas de Creation Justice.,https://emoregon.org/creation-justice/,Making Earth Cool,"Create science-based, funny, and creative content and participate in events to inspire climate stewardship.",Crea contenido científico divertido y creativo y participa en eventos para inspirar la administración climática.,https://makingearthcool.com/,Our Future,"Support youth leaders across Oregon organizing for equity, climate justice, and inclusive climate action.","Apoya a líderes juveniles de Oregón que se organizan por la equidad, la justicia climática y la acción climática inclusiva.",https://www.ourfutureoregon.org/
Use Clean Energy,Sports or Rec Group,Researching & Learning,Reading,Project Drawdown,Explore the Drawdown Solutions Library and learn from leading research on proven ways to cut emissions and speed climate solutions.,Explora la Drawdown Solutions Library y aprende de las investigaciones importantes sobre formas comprobadas de reducir las emisiones y acelerar las soluciones climáticas.,https://drawdown.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/,PSU Center for Public Interest Design,"Apply design solutions to support sustainable, equitable communities.",Aplica soluciones de diseño para apoyar comunidades sostenibles y equitativas.,https://www.pdx.edu/public-interest-design/
Use Clean Energy,Sports or Rec Group,Researching & Learning,Exploring New Topics,Project Drawdown,Explore the Drawdown Solutions Library and learn from leading research on proven ways to cut emissions and speed climate solutions.,Explora la Drawdown Solutions Library y aprende de las investigaciones importantes sobre formas comprobadas de reducir las emisiones y acelerar las soluciones climáticas.,https://drawdown.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/,PSU Center for Public Interest Design,"Apply design solutions to support sustainable, equitable communities.",Aplica soluciones de diseño para apoyar comunidades sostenibles y equitativas.,https://www.pdx.edu/public-interest-design/
Use Clean Energy,Arts or Hobbies Group,Researching & Learning,Reading,Project Drawdown,Explore the Drawdown Solutions Library and learn from leading research on proven ways to cut emissions and speed climate solutions.,Explora la Drawdown Solutions Library y aprende de las investigaciones importantes sobre formas comprobadas de reducir las emisiones y acelerar las soluciones climáticas.,https://drawdown.org/,Community Energy Project,"Help deliver free workshops, in-home energy upgrades, and advocacy that make homes safer, healthier, and more efficient.","Colabora en talleres gratuitos, mejoras energéticas en los hogares y a promover iniciativas que hagan que los hogares sean más seguros, saludables y eficientes.",https://www.communityenergyproject.org/,Rogue Climate,Organize community campaigns for clean energy and climate justice across Southern Oregon.,Organiza campañas comunitarias a favor de la energía limpia y la justicia climática en el sur de Oregón.,https://rogueclimate.org/,PSU Center for Public Interest Design,"Apply design solutions to support sustainable, equitable communities.",Aplica soluciones de diseño para apoyar comunidades sostenibles y equitativas.,https://www.pdx.edu/public-interest-design/
